,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,locked_date,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,community_owned_date,closed_date,closed_reason
47,"['python', 'list', 'loops']","{'account_id': 181231, 'reputation': 3244, 'user_id': 415088, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/8da67dba0864a179257c9266ca804c55?s=256&d=identicon&r=PG', 'display_name': 'Finger twist', 'link': 'https://stackoverflow.com/users/415088/finger-twist'}",True,16022,6260097.0,8,75,nan,2022-04-07,2011-06-07,2021-03-04,6260089,CC BY-SA 4.0,https://stackoverflow.com/questions/6260089/strange-result-when-removing-item-from-a-list-while-iterating-over-it,Strange result when removing item from a list while iterating over it,nan,,,
48,"['python', 'import', 'relative-path', 'python-packaging', 'relative-import']","{'user_type': 'does_not_exist', 'display_name': 'user1881400'}",True,407300,14132912.0,15,1298,nan,2022-04-25,2013-01-03,2021-12-02,14132789,CC BY-SA 4.0,https://stackoverflow.com/questions/14132789/relative-imports-for-the-billionth-time,Relative imports for the billionth time,2019-07-14,,,
49,['python'],"{'account_id': 11168, 'reputation': 36308, 'user_id': 21384, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/638e6a9e175da1803ec2c9e59ab6e5be?s=256&d=identicon&r=PG', 'display_name': 'Andrea Ambu', 'link': 'https://stackoverflow.com/users/21384/andrea-ambu'}",True,2272844,493399.0,25,2252,nan,2022-04-18,2009-01-29,2022-04-01,493386,CC BY-SA 4.0,https://stackoverflow.com/questions/493386/how-to-print-without-a-newline-or-space,How to print without a newline or space,2017-07-29,,,
50,"['python', 'flask', 'werkzeug']","{'account_id': 398288, 'reputation': 31533, 'user_id': 762886, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/XpAXA.jpg?s=256&g=1', 'display_name': 'ddinchev', 'link': 'https://stackoverflow.com/users/762886/ddinchev'}",True,1427782,16664376.0,23,1095,nan,2022-01-18,2012-05-03,2020-04-08,10434599,CC BY-SA 4.0,https://stackoverflow.com/questions/10434599/get-the-data-received-in-a-flask-request,Get the data received in a Flask request,2018-08-22,,,
51,"['python', 'flask', 'static-files']","{'account_id': 6180, 'reputation': 45254, 'user_id': 10293, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/bbcac97b68f9e9cabd25a3f0f0bdbe49?s=256&d=identicon&r=PG', 'display_name': 'hughdbrown', 'link': 'https://stackoverflow.com/users/10293/hughdbrown'}",True,851635,20648053.0,24,724,nan,2022-03-22,2013-12-18,2022-03-10,20646822,CC BY-SA 4.0,https://stackoverflow.com/questions/20646822/how-to-serve-static-files-in-flask,How to serve static files in Flask,2021-04-08,,,
52,"['python', 'oop', 'metaclass', 'python-class', 'python-datamodel']","{'account_id': 6018, 'reputation': 548469, 'user_id': 9951, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'e-satis', 'link': 'https://stackoverflow.com/users/9951/e-satis'}",True,997855,100146.0,24,6728,nan,2022-04-19,2008-09-19,2022-04-19,100003,CC BY-SA 4.0,https://stackoverflow.com/questions/100003/what-are-metaclasses-in-python,What are metaclasses in Python?,2012-10-18,,,
53,"['python', 'pandas', 'dataframe', 'boolean', 'filtering']","{'account_id': 8341947, 'reputation': 7221, 'user_id': 6267003, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/4f58a4a7bf465d30bfa4a3869164b9ba?s=256&d=identicon&r=PG&f=1', 'display_name': 'obabs', 'link': 'https://stackoverflow.com/users/6267003/obabs'}",True,1529040,36922103.0,12,693,nan,2022-04-22,2016-04-28,2022-03-30,36921951,CC BY-SA 4.0,https://stackoverflow.com/questions/36921951/truth-value-of-a-series-is-ambiguous-use-a-empty-a-bool-a-item-a-any-o,"Truth value of a Series is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()",2019-07-04,,,
54,"['python', 'python-3.x', 'dictionary', 'python-internals', 'python-3.6']","{'account_id': 8332072, 'reputation': 34769, 'user_id': 6260170, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/0caf9a0d28be362618ffc0223b301d6e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Chris_Rands', 'link': 'https://stackoverflow.com/users/6260170/chris-rands'}",True,216751,39980744.0,5,656,nan,2022-04-25,2016-10-11,2022-04-25,39980323,CC BY-SA 4.0,https://stackoverflow.com/questions/39980323/are-dictionaries-ordered-in-python-3-6,Are dictionaries ordered in Python 3.6+?,nan,,,
55,"['python', 'pandas', 'dataframe', 'pandas-explode']","{'account_id': 10829702, 'reputation': 293342, 'user_id': 7964527, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/HPW8R.jpg?s=256&g=1', 'display_name': 'BENY', 'link': 'https://stackoverflow.com/users/7964527/beny'}",True,95913,53218939.0,16,190,nan,2022-04-22,2018-11-09,2022-04-22,53218931,CC BY-SA 4.0,https://stackoverflow.com/questions/53218931/how-to-unnest-explode-a-column-in-a-pandas-dataframe-into-multiple-rows,"How to unnest (explode) a column in a pandas DataFrame, into multiple rows",2019-11-14,,,
56,"['python', 'multithreading', 'kill', 'terminate']","{'account_id': 13881, 'reputation': 9321, 'user_id': 28121, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4dba6d1902e88c0eea8aa393f015fa69?s=256&d=identicon&r=PG', 'display_name': 'Sudden Def', 'link': 'https://stackoverflow.com/users/28121/sudden-def'}",True,1028401,325528.0,29,906,nan,2021-04-01,2008-11-27,2018-10-14,323972,CC BY-SA 4.0,https://stackoverflow.com/questions/323972/is-there-any-way-to-kill-a-thread,Is there any way to kill a Thread?,2018-04-20,,,
57,"['python', 'string', 'file', 'readlines']","{'account_id': 632780, 'reputation': 20413, 'user_id': 395371, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/d7c5bad79bdae5642e6c04c9c8c0b83a?s=256&d=identicon&r=PG', 'display_name': 'Julie Raswick', 'link': 'https://stackoverflow.com/users/395371/julie-raswick'}",True,4369304,,28,2026,2019-06-05,2022-01-24,2010-07-19,2018-11-16,3277503,CC BY-SA 4.0,https://stackoverflow.com/questions/3277503/how-to-read-a-file-line-by-line-into-a-list,How to read a file line-by-line into a list?,2016-05-02,,,
58,"['python', 'list', 'duplicates', 'unique']","{'account_id': 23516, 'reputation': 23564, 'user_id': 58994, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/jLiVF.jpg?s=256&g=1', 'display_name': 'Josh Glover', 'link': 'https://stackoverflow.com/users/58994/josh-glover'}",True,644597,480227.0,33,923,nan,2021-12-27,2009-01-26,2018-04-16,480214,CC BY-SA 3.0,https://stackoverflow.com/questions/480214/how-do-you-remove-duplicates-from-a-list-whilst-preserving-order,How do you remove duplicates from a list whilst preserving order?,2016-10-13,,,
59,"['python', 'function', 'recursion', 'return']","{'account_id': 3075815, 'reputation': 1027, 'user_id': 2605186, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/71a87ea159f60875bb02657b7c32aac1?s=256&d=identicon&r=PG', 'display_name': 'Cate', 'link': 'https://stackoverflow.com/users/2605186/cate'}",True,111944,17778390.0,4,89,nan,2020-07-13,2013-07-22,2020-03-10,17778372,CC BY-SA 4.0,https://stackoverflow.com/questions/17778372/why-does-my-recursive-function-return-none,Why does my recursive function return None?,2020-07-10,,,
60,"['python', 'reference', 'equality', 'semantics']","{'account_id': 50, 'reputation': 44572, 'user_id': 61, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/af29baa43e6e6f77180e631cea686847?s=256&d=identicon&r=PG', 'display_name': 'Bernard', 'link': 'https://stackoverflow.com/users/61/bernard'}",True,453237,133024.0,14,629,2019-07-24,2022-02-04,2008-09-25,2019-01-15,132988,CC BY-SA 4.0,https://stackoverflow.com/questions/132988/is-there-a-difference-between-and-is,"Is there a difference between ""=="" and ""is""?",2019-01-07,,,
61,"['python', 'list', 'cartesian-product']","{'account_id': 18234, 'reputation': 45016, 'user_id': 41613, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/ilGek.jpg?s=256&g=1', 'display_name': 'ʞɔıu', 'link': 'https://stackoverflow.com/users/41613/%ca%9e%c9%94%c4%b1u'}",True,298593,533917.0,17,442,nan,2021-12-12,2009-02-10,2019-06-06,533905,CC BY-SA 4.0,https://stackoverflow.com/questions/533905/get-the-cartesian-product-of-a-series-of-lists,Get the cartesian product of a series of lists?,nan,,,
62,"['python', 'flask', 'thread-safety']","{'account_id': 1286413, 'reputation': 1851, 'user_id': 1617063, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/zaLum.png?s=256&g=1', 'display_name': 'sayantankhan', 'link': 'https://stackoverflow.com/users/1617063/sayantankhan'}",True,62569,32825482.0,4,134,nan,2021-05-04,2015-09-28,2020-11-10,32815451,CC BY-SA 4.0,https://stackoverflow.com/questions/32815451/are-global-variables-thread-safe-in-flask-how-do-i-share-data-between-requests,Are global variables thread-safe in Flask? How do I share data between requests?,nan,,,
63,"['python', 'list', 'count']","{'account_id': 78276, 'reputation': 26481, 'user_id': 222893, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/255b0472c4482c3ea433ab84b4e742e8?s=256&d=identicon&r=PG', 'display_name': 'weakish', 'link': 'https://stackoverflow.com/users/222893/weakish'}",True,2497819,2600208.0,30,1969,nan,2022-04-09,2010-04-08,2022-04-09,2600191,CC BY-SA 4.0,https://stackoverflow.com/questions/2600191/how-do-i-count-the-occurrences-of-a-list-item,How do I count the occurrences of a list item?,2016-04-13,,,
64,"['python', 'pandas', 'dataframe', 'group-by', 'aggregate']","{'account_id': 1015849, 'reputation': 8033, 'user_id': 1027427, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/73aad53855be39b22873f681f4b8e4f0?s=256&d=identicon&r=PG', 'display_name': 'Trying_hard', 'link': 'https://stackoverflow.com/users/1027427/trying-hard'}",True,707768,39923012.0,9,345,nan,2022-01-26,2016-10-07,2022-01-26,39922986,CC BY-SA 4.0,https://stackoverflow.com/questions/39922986/how-do-i-pandas-group-by-to-get-sum,How do I Pandas group-by to get sum?,nan,,,
65,"['python', 'oop', 'naming-conventions', 'identifier']","{'account_id': 28642, 'reputation': 76731, 'user_id': 76701, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/d24c45635a5171615a7cdb936f36daad?s=256&d=identicon&r=PG', 'display_name': 'Ram Rachum', 'link': 'https://stackoverflow.com/users/76701/ram-rachum'}",True,583412,1301369.0,17,1619,nan,2022-03-28,2009-08-19,2021-05-17,1301346,CC BY-SA 4.0,https://stackoverflow.com/questions/1301346/what-is-the-meaning-of-single-and-double-underscore-before-an-object-name,What is the meaning of single and double underscore before an object name?,2017-08-23,1255522080.0,,
66,"['python', 'list', 'list-comprehension']","{'account_id': 6899023, 'reputation': 20031, 'user_id': 5299236, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/KtXnq.jpg?s=256&g=1', 'display_name': 'Remi Guan', 'link': 'https://stackoverflow.com/users/5299236/remi-guan'}",True,10397,34835952.0,5,67,nan,2022-01-27,2016-01-17,2022-01-27,34835951,CC BY-SA 4.0,https://stackoverflow.com/questions/34835951/what-does-list-comprehension-and-similar-mean-how-does-it-work-and-how-can-i,"What does ""list comprehension"" and similar mean? How does it work and how can I use it?",2016-01-26,,,
67,"['python', 'selenium', 'selenium-webdriver', 'webdriver', 'nosuchelementexception']","{'account_id': 2050712, 'reputation': 285, 'user_id': 1829803, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f7baae63124770df083f76155a434684?s=256&d=identicon&r=PG', 'display_name': 'valorcurse', 'link': 'https://stackoverflow.com/users/1829803/valorcurse'}",True,10132,47995294.0,1,15,nan,2020-03-02,2017-12-27,2020-02-07,47993443,CC BY-SA 4.0,https://stackoverflow.com/questions/47993443/selenium-selenium-common-exceptions-nosuchelementexception-when-using-chrome,"Selenium ""selenium.common.exceptions.NoSuchElementException"" when using Chrome",nan,,,
68,"['python', 'sorting']","{'account_id': 38358, 'reputation': 49866, 'user_id': 110028, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/089adf42acb1317826e9c08c3f06d904?s=256&d=identicon&r=PG', 'display_name': 'snakile', 'link': 'https://stackoverflow.com/users/110028/snakile'}",True,123253,18415320.0,22,364,nan,2022-03-09,2011-01-29,2020-11-14,4836710,CC BY-SA 4.0,https://stackoverflow.com/questions/4836710/is-there-a-built-in-function-for-string-natural-sort,Is there a built in function for string natural sort?,2018-06-19,,,
69,"['python', 'decorator', 'python-decorators']","{'account_id': 1422, 'reputation': 81331, 'user_id': 1897, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/09d9b10ad83581c21328d44e48c77b9d?s=256&d=identicon&r=PG', 'display_name': 'Imran', 'link': 'https://stackoverflow.com/users/1897/imran'}",True,601059,739665.0,18,3016,nan,2022-04-01,2009-04-11,2022-04-01,739654,CC BY-SA 4.0,https://stackoverflow.com/questions/739654/how-to-make-function-decorators-and-chain-them-together,How to make function decorators and chain them together?,2013-04-10,,,
70,"['python', 'windows', 'installation', 'pip', 'easy-install']","{'account_id': 150036, 'reputation': 10670, 'user_id': 362951, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/c5a1457e089d8bfcf9190127689f3338?s=256&d=identicon&r=PG', 'display_name': 'mit', 'link': 'https://stackoverflow.com/users/362951/mit'}",True,3213895,12476379.0,40,2681,nan,2021-02-18,2011-01-20,2020-08-25,4750806,CC BY-SA 4.0,https://stackoverflow.com/questions/4750806/how-can-i-install-pip-on-windows,How can I install pip on Windows?,2014-02-11,1390050410.0,,
71,"['python', 'python-import', 'python-module']","{'account_id': 6175, 'reputation': 16723, 'user_id': 10286, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/lPtJK.jpg?s=256&g=1', 'display_name': 'derfred', 'link': 'https://stackoverflow.com/users/10286/derfred'}",True,1232931,67692.0,35,1536,nan,2022-04-09,2008-09-16,2022-04-09,67631,CC BY-SA 4.0,https://stackoverflow.com/questions/67631/how-do-i-import-a-module-given-the-full-path,How do I import a module given the full path?,2015-07-11,,,
72,"['python', 'lambda', 'closures']","{'account_id': 2097, 'reputation': 23563, 'user_id': 2892, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/f6e99c3552a2fa1f7b883d75e01289dc?s=256&d=identicon&r=PG', 'display_name': 'Boaz', 'link': 'https://stackoverflow.com/users/2892/boaz'}",True,65564,2295368.0,7,326,nan,2022-01-21,2010-02-19,2021-10-07,2295290,CC BY-SA 4.0,https://stackoverflow.com/questions/2295290/what-do-lambda-function-closures-capture,What do lambda function closures capture?,nan,,,
73,"['python', 'algorithm', 'list', 'duplicates', 'intersection']","{'account_id': 1010084, 'reputation': 18151, 'user_id': 1022857, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/f5f31664438e1720e1522d25d0938699?s=256&d=identicon&r=PG', 'display_name': 'Neemaximo', 'link': 'https://stackoverflow.com/users/1022857/neemaximo'}",True,1930772,7961390.0,57,1289,nan,2022-04-09,2011-11-01,2022-04-09,7961363,CC BY-SA 4.0,https://stackoverflow.com/questions/7961363/removing-duplicates-in-lists,Removing duplicates in lists,2014-07-31,,,
74,"['python', 'importerror', 'python-import']","{'account_id': 136740, 'reputation': 25037, 'user_id': 340453, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://www.gravatar.com/avatar/eb6d951f0858979bb0f7388fca859cf8?s=256&d=identicon&r=PG', 'display_name': 'Ivan', 'link': 'https://stackoverflow.com/users/340453/ivan'}",True,2509047,,34,2087,nan,2022-04-09,2010-12-08,2020-10-19,4383571,CC BY-SA 4.0,https://stackoverflow.com/questions/4383571/importing-files-from-different-folder,Importing files from different folder,2017-04-19,,,
75,"['javascript', 'python', 'web-scraping', 'python-2.x']","{'account_id': 126221, 'reputation': 2533, 'user_id': 322567, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/e5567f1ffa12112c50f04e62629fdbad?s=256&d=identicon&r=PG', 'display_name': 'mocopera', 'link': 'https://stackoverflow.com/users/322567/mocopera'}",True,393669,,18,248,nan,2022-03-20,2011-11-08,2022-02-03,8049520,CC BY-SA 4.0,https://stackoverflow.com/questions/8049520/web-scraping-javascript-page-with-python,Web-scraping JavaScript page with Python,2021-02-28,,,
76,"['python', 'pandas']","{'account_id': 1595329, 'reputation': 2969, 'user_id': 1477617, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/69107ac005dbb559d5de1d56ea398d7b?s=256&d=identicon&r=PG', 'display_name': 'Wizuriel', 'link': 'https://stackoverflow.com/users/1477617/wizuriel'}",True,186104,28654127.0,5,206,nan,2021-11-01,2015-02-22,2021-11-01,28654047,CC BY-SA 4.0,https://stackoverflow.com/questions/28654047/convert-columns-into-rows-with-pandas,Convert columns into rows with Pandas,nan,,,
77,"['python', 'global-variables', 'side-effects']","{'account_id': 1116764, 'reputation': 5906, 'user_id': 1105929, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/43932730c690b08a468d72dc4500f483?s=256&d=identicon&r=PG', 'display_name': 'LarsVegas', 'link': 'https://stackoverflow.com/users/1105929/larsvegas'}",True,101496,19158418.0,4,155,nan,2020-05-31,2013-10-03,2020-05-31,19158339,,https://stackoverflow.com/questions/19158339/why-are-global-variables-evil,Why are global variables evil?,2019-04-17,,1580738408.0,Not suitable for this site
78,"['python', 'pandas', 'max', 'pandas-groupby']","{'account_id': 2552632, 'reputation': 3903, 'user_id': 2216109, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fe5111dcf1ca38bf52a188e1213ff1b5?s=256&d=identicon&r=PG', 'display_name': 'jojo12', 'link': 'https://stackoverflow.com/users/2216109/jojo12'}",True,467511,15705958.0,13,380,nan,2022-04-16,2013-03-29,2022-04-16,15705630,CC BY-SA 4.0,https://stackoverflow.com/questions/15705630/get-the-rows-which-have-the-max-value-in-groups-using-groupby,Get the row(s) which have the max value in groups using groupby,2019-07-16,,,
79,"['python', 'combinations']","{'account_id': 6776, 'reputation': 63176, 'user_id': 11522, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/a0146d458e8d014cdfa38f832d91adbb?s=256&d=identicon&r=PG', 'display_name': 'Ben', 'link': 'https://stackoverflow.com/users/11522/ben'}",True,1044584,464882.0,29,602,nan,2022-02-08,2009-01-21,2016-10-25,464864,CC BY-SA 3.0,https://stackoverflow.com/questions/464864/how-to-get-all-possible-combinations-of-a-list-s-elements,How to get all possible combinations of a list’s elements?,2018-03-09,,,
80,"['python', 'regex']","{'account_id': 6612508, 'reputation': 501, 'user_id': 5107029, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/3kYw5.png?s=256&g=1', 'display_name': 'O&#39;Skywalker', 'link': 'https://stackoverflow.com/users/5107029/oskywalker'}",True,5642,31915155.0,3,29,nan,2021-01-23,2015-08-10,2021-01-23,31915018,CC BY-SA 4.0,https://stackoverflow.com/questions/31915018/re-findall-behaves-weird,re.findall behaves weird,nan,,,
81,"['python', 'performance', 'optimization', 'time-complexity', 'profiling']","{'account_id': 11097, 'reputation': 44053, 'user_id': 21245, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/77a3d97a2dab188e5a351bfbd4482912?s=256&d=identicon&r=PG', 'display_name': 'Chris Lawlor', 'link': 'https://stackoverflow.com/users/21245/chris-lawlor'}",True,699247,582337.0,31,1541,nan,2022-04-09,2009-02-24,2022-04-09,582336,CC BY-SA 4.0,https://stackoverflow.com/questions/582336/how-do-i-profile-a-python-script,How do I profile a Python script?,2018-08-01,,,
82,"['python', 'python-2.7', 'input', 'nameerror']","{'account_id': 2603038, 'reputation': 2809, 'user_id': 2254887, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/0e3f9056d2dfcfadc9194a45df0cb06d?s=256&d=identicon&r=PG', 'display_name': 'chillpenguin', 'link': 'https://stackoverflow.com/users/2254887/chillpenguin'}",True,851529,,17,260,nan,2022-03-10,2014-01-14,2021-11-23,21122540,CC BY-SA 4.0,https://stackoverflow.com/questions/21122540/input-error-nameerror-name-is-not-defined,input() error - NameError: name '...' is not defined,2016-08-09,,,
83,"['python', 'directory']","{'account_id': 632723, 'reputation': 43785, 'user_id': 385652, 'user_type': 'unregistered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/11e64aea4e206ff5498ad34adda044b4?s=256&d=identicon&r=PG', 'display_name': 'duhhunjonn', 'link': 'https://stackoverflow.com/users/385652/duhhunjonn'}",True,6674215,,21,3467,2019-05-17,2022-04-19,2010-07-08,2017-10-22,3207219,CC BY-SA 3.0,https://stackoverflow.com/questions/3207219/how-do-i-list-all-files-of-a-directory,How do I list all files of a directory?,2014-12-18,,,
84,"['python', 'dictionary']","{'account_id': 276485, 'reputation': 40267, 'user_id': 1212392, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/2d2462f1533adf1f46730674902713df?s=256&d=identicon&r=PG', 'display_name': 'TopChef', 'link': 'https://stackoverflow.com/users/1212392/topchef'}",True,5146747,3294899.0,15,3863,nan,2022-04-01,2010-07-21,2022-04-01,3294889,CC BY-SA 4.0,https://stackoverflow.com/questions/3294889/iterating-over-dictionaries-using-for-loops,Iterating over dictionaries using 'for' loops,2016-10-13,,,
85,"['python', 'module', 'package', 'python-packaging']","{'account_id': 18662, 'reputation': 74634, 'user_id': 42974, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/9111c5a87d559757e4b10ea2a963e6a3?s=256&d=identicon&r=PG', 'display_name': 'Mat', 'link': 'https://stackoverflow.com/users/42974/mat'}",True,1788383,448279.0,13,3162,nan,2022-04-04,2009-01-15,2022-04-01,448271,CC BY-SA 4.0,https://stackoverflow.com/questions/448271/what-is-init-py-for,What is __init__.py for?,2018-12-20,,,
86,"['python', 'scope', 'closures', 'global-variables']","{'account_id': 363551, 'reputation': 105325, 'user_id': 707381, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/439db9ac83f4ea14a904390900ec6634?s=256&d=identicon&r=PG', 'display_name': 'Randomblue', 'link': 'https://stackoverflow.com/users/707381/randomblue'}",True,250441,9264845.0,8,200,nan,2020-03-09,2012-02-13,2020-03-09,9264763,,https://stackoverflow.com/questions/9264763/dont-understand-why-unboundlocalerror-occurs-closure,Don't understand why UnboundLocalError occurs (closure),nan,,1482993727.0,Duplicate
87,"['python', 'algorithm', 'permutation', 'combinatorics', 'python-2.5']","{'account_id': 2438, 'reputation': 12448, 'user_id': 3399, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a014eed44d2ca7125a1012576db75461?s=256&d=identicon&r=PG', 'display_name': 'Ricardo Reyes', 'link': 'https://stackoverflow.com/users/3399/ricardo-reyes'}",True,900601,104436.0,40,767,nan,2022-04-03,2008-09-19,2019-12-05,104420,CC BY-SA 4.0,https://stackoverflow.com/questions/104420/how-to-generate-all-permutations-of-a-list,How to generate all permutations of a list?,2016-08-06,,,
88,"['python', 'windows', 'environment-variables', 'pythonpath']","{'account_id': 83716, 'reputation': 18061, 'user_id': 234543, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/39586ad2561ce0aac7a493656f98793a?s=256&d=identicon&r=PG', 'display_name': 'darren', 'link': 'https://stackoverflow.com/users/234543/darren'}",True,1690109,4855685.0,22,433,nan,2022-01-19,2010-09-13,2019-05-04,3701646,CC BY-SA 4.0,https://stackoverflow.com/questions/3701646/how-to-add-to-the-pythonpath-in-windows-so-it-finds-my-modules-packages,"How to add to the PYTHONPATH in Windows, so it finds my modules/packages?",2015-12-29,,,
89,"['python', 'python-3.x', 'tkinter', 'frame']","{'account_id': 934475, 'reputation': 1369, 'user_id': 963665, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/d231040a9dff4b795b9b072d3c84f179?s=256&d=identicon&r=PG', 'display_name': 'Max Tilley', 'link': 'https://stackoverflow.com/users/963665/max-tilley'}",True,205896,7557028.0,4,114,nan,2022-04-21,2011-09-25,2022-04-21,7546050,CC BY-SA 4.0,https://stackoverflow.com/questions/7546050/switch-between-two-frames-in-tkinter,Switch between two frames in tkinter?,2016-07-11,,,
90,"['python', 'file', 'append']","{'user_type': 'does_not_exist', 'display_name': 'user502039'}",True,1908719,4706520.0,13,1885,nan,2021-11-04,2011-01-16,2021-02-19,4706499,CC BY-SA 4.0,https://stackoverflow.com/questions/4706499/how-do-you-append-to-a-file,How do you append to a file?,2017-12-22,,,
91,"['python', 'sql']","{'account_id': 38809, 'reputation': 1153, 'user_id': 111606, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/407a3db2f6e59be3e09069c2af612efd?s=256&d=identicon&r=PG', 'display_name': 'user111606', 'link': 'https://stackoverflow.com/users/111606/user111606'}",True,370486,902417.0,5,115,nan,2021-10-21,2009-05-23,2021-10-21,902408,CC BY-SA 4.0,https://stackoverflow.com/questions/902408/how-to-use-variables-in-sql-statement-in-python,How to use variables in SQL statement in Python?,nan,,,
92,"['python', 'python-3.x']","{'account_id': 26229, 'reputation': 10806, 'user_id': 68043, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/rvrPs.jpg?s=256&g=1', 'display_name': 'Scott', 'link': 'https://stackoverflow.com/users/68043/scott'}",True,259930,826957.0,3,272,nan,2019-11-29,2009-05-06,2014-09-12,826948,,https://stackoverflow.com/questions/826948/syntax-error-on-print-with-python-3,Syntax error on print with Python 3,2012-01-18,,1466439959.0,Duplicate
93,"['python', 'subprocess']","{'account_id': 79477, 'reputation': 117107, 'user_id': 225312, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/98be1fca8529611a09e77da800faa817?s=256&d=identicon&r=PG', 'display_name': 'user225312', 'link': 'https://stackoverflow.com/users/225312/user225312'}",True,239994,3172488.0,7,350,nan,2021-10-26,2010-07-03,2013-05-22,3172470,CC BY-SA 3.0,https://stackoverflow.com/questions/3172470/actual-meaning-of-shell-true-in-subprocess,Actual meaning of 'shell=True' in subprocess,nan,,,
94,"['python', 'dictionary', 'set', 'python-internals']","{'account_id': 1313616, 'reputation': 8483, 'user_id': 1971598, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/852d5a11be7201be7aa7933467b29d0d?s=256&d=identicon&r=PG&f=1', 'display_name': 'EdgarArout', 'link': 'https://stackoverflow.com/users/1971598/edgararout'}",True,19929,15479974.0,5,161,nan,2020-04-26,2013-03-18,2019-01-24,15479928,CC BY-SA 4.0,https://stackoverflow.com/questions/15479928/why-is-the-order-in-dictionaries-and-sets-arbitrary,Why is the order in dictionaries and sets arbitrary?,2019-11-27,,,
