,is_accepted,score,creation_date,answer_id,question_id
1955,False,109,7/7/2015,31257927,21465528
1956,False,63,10/8/2010,3888157,21465528
1957,False,17,9/28/2017,46467942,21485148
1958,False,7,4/8/2016,36499718,21485148
1959,False,7,6/4/2018,50681396,21485148
1960,False,1,11/16/2012,13421025,21530577
1961,True,1,11/17/2012,13426700,21530577
1962,True,1,11/13/2020,64815061,21530577
1963,True,1,4/12/2021,67063169,21547073
1964,False,1,3/30/2022,71682354,21547073
1965,False,1,3/30/2022,71682405,21547073
1966,True,1,4/3/2022,71725975,21561977
1967,True,1,4/3/2022,71726097,21561977
1968,False,0,7/21/2021,68467064,21568477
1969,True,0,7/21/2021,68467081,21568477
1970,True,135,7/16/2020,62934660,21568477
1971,False,8,7/17/2020,62960699,21584990
1972,False,6,8/1/2018,51631111,21584990
1973,False,5,8/30/2021,68980364,21584990
1974,True,3,5/25/2018,50523016,21585109
1975,False,3,8/12/2019,57456021,21585109
1976,False,3,1/13/2020,59716158,21585109
1977,False,2,4/2/2022,71717199,21594925
1978,False,1,8/10/2019,57438996,21594925
1979,False,1,6/25/2020,62572473,21594925
1980,False,1,6/26/2020,62584652,21626619
1981,False,1,11/19/2021,70037745,21626619
1982,False,1,1/24/2022,70831934,21626619
1983,True,1,4/3/2022,71722125,21638444
1984,True,1,4/3/2022,71723001,21638444
1985,False,0,1/5/2018,48105487,21638444
1986,True,0,1/5/2018,48119531,21639275
1987,False,0,4/3/2022,71723294,21639275
1988,False,0,4/3/2022,71723352,21639275
1989,True,0,4/3/2022,71723479,21646689
1990,False,0,4/3/2022,71724069,21646689
1991,True,-1,4/1/2022,71709471,21646689
1992,True,159,2/12/2016,35355800,21657685
1993,False,134,6/5/2017,44377476,21666066
1994,False,32,9/5/2016,39332975,21689364
1995,False,1,4/2/2022,71720700,21689364
1996,True,85,4/17/2016,36680545,21689364
1997,False,33,2/20/2017,42350817,21689365
1998,True,7,3/25/2014,22644471,21689365
1999,False,7,10/26/2018,53003638,21695901
2000,False,5,10/13/2020,64342976,21695901
2001,False,4,2/10/2021,66131844,21827594
2002,True,3,5/29/2017,44239162,21827594
2003,False,3,1/26/2021,65896876,21827594
2004,False,3,4/2/2022,71720758,21883912
2005,True,2,1/15/2021,65735433,21883912
2006,False,1,3/28/2022,71641849,21883912
2007,True,1,4/2/2022,71714772,21964520
2008,True,1,4/2/2022,71716738,22027508
2009,True,1,4/2/2022,71720258,22027508
2010,False,1,4/2/2022,71720602,22027508
2011,False,1,4/27/2022,72030253,22053828
2012,True,0,4/8/2020,61100969,22053828
2013,False,0,4/9/2020,61113451,22070888
2014,False,0,12/2/2020,65101792,22084797
2015,False,0,12/18/2021,70404360,22084797
2016,False,0,3/31/2022,71696194,22084797
2017,False,0,4/1/2022,71712559,22099700
2018,False,0,4/2/2022,71714456,22099700
2019,True,0,4/2/2022,71714896,22119244
2020,False,0,4/2/2022,71720581,22138932
2021,True,87,9/17/2018,52359348,22138932
2022,False,63,8/26/2020,63596006,22153271
2023,False,19,10/28/2020,64573949,22153271
2024,False,4,11/25/2021,70111921,22153271
2025,False,2,11/24/2021,70093056,22188176
2026,True,2,4/2/2022,71717021,22202184
2027,False,1,10/21/2015,33261267,22216076
2028,False,1,3/17/2022,71506987,22216076
2029,False,1,3/17/2022,71512099,22216076
2030,True,1,3/28/2022,71644771,22230372
2031,True,1,4/2/2022,71717998,22230372
2032,False,0,10/22/2015,33289789,22230372
2033,False,0,3/17/2022,71507130,22252397
2034,False,0,4/2/2022,71716633,22252397
2035,True,0,4/2/2022,71716994,22252397
2036,False,0,4/2/2022,71716996,22278993
2037,True,0,4/2/2022,71717083,22278993
2038,False,0,4/2/2022,71717405,22278993
2039,False,-1,4/2/2022,71717473,22282760
2040,True,302,5/18/2013,16627277,22282760
2041,False,52,8/1/2015,31758803,22282760
2042,False,27,12/25/2017,47966786,22287194
2043,True,19,8/7/2019,57390520,22287194
2044,True,8,6/4/2013,16922668,22287194
2045,False,4,6/1/2017,44299054,22313069
2046,False,3,12/7/2020,65178280,22367329
2047,False,3,8/3/2021,68635781,22381497
2048,True,2,11/3/2015,33500626,22381497
2049,False,2,2/5/2019,54531708,22381497
2050,False,1,4/2/2022,71714867,22385959
2051,False,0,2/5/2019,54531633,22385959
2052,False,0,4/20/2021,67169731,22388519
2053,False,0,2/18/2022,71176720,22388519
2054,False,0,3/31/2022,71697586,22388519
2055,True,0,4/2/2022,71714231,22424737
2056,True,0,4/2/2022,71714730,22424737
2057,False,0,4/2/2022,71714760,22424737
2058,True,0,4/2/2022,71714782,22427388
2059,True,0,4/2/2022,71715190,22427388
2060,True,0,4/2/2022,71715262,22429915
2061,False,-1,12/12/2021,70325467,22438609
2062,False,-1,4/2/2022,71715841,22438609
2063,False,66,11/15/2016,40617321,22438609
2064,True,38,6/13/2019,56588100,22459850
2065,False,37,10/24/2020,64509140,22459850
2066,True,23,11/20/2013,20090049,22459850
2067,True,17,4/1/2022,71711274,22465066
2068,True,3,4/2/2022,71712990,22465066
2069,False,2,4/1/2022,71706068,22465066
2070,False,2,4/1/2022,71711979,22477586
2071,False,2,4/2/2022,71713700,22477586
2072,True,1,6/13/2021,67960126,22534620
2073,True,1,3/30/2022,71670524,22534620
2074,False,1,4/1/2022,71708777,22534620
2075,True,1,4/1/2022,71710939,22557014
2076,True,1,4/1/2022,71711770,22557014
2077,False,1,4/1/2022,71712327,22557014
2078,False,1,4/1/2022,71712417,22561019
2079,False,1,4/2/2022,71712853,22561019
2080,False,1,4/2/2022,71713333,22561019
2081,True,1,4/2/2022,71713696,22562425
2082,False,1,4/2/2022,71713776,22562425
2083,True,0,11/11/2021,69925481,22562425
2084,False,0,12/12/2021,70321126,22586201
2085,False,0,12/21/2021,70436013,22586201
2086,False,0,4/1/2022,71708872,22586201
2087,False,0,4/1/2022,71710696,22631946
2088,True,0,4/1/2022,71710820,22631946
2089,False,0,4/1/2022,71711493,22631946
2090,False,0,4/1/2022,71711681,22633530
2091,False,0,4/1/2022,71712661,22633530
2092,True,0,4/2/2022,71713340,22633530
2093,True,61,2/6/2013,14724828,22633544
2094,True,21,4/1/2022,71704278,22633544
2095,False,3,11/15/2016,40614512,22633544
2096,False,2,4/2/2018,49613824,22689334
2097,True,2,7/9/2021,68319996,22705601
2098,False,2,4/1/2022,71705174,22705601
2099,False,2,4/1/2022,71705194,22705601
2100,False,1,7/17/2017,45145243,22711087
2101,False,1,8/16/2018,51877842,22711087
2102,False,1,3/17/2022,71511966,22711087
2103,False,1,3/28/2022,71643356,22725421
2104,False,1,4/1/2022,71704864,22725421
2105,True,1,4/1/2022,71710065,22750384
2106,True,1,4/1/2022,71710318,22750384
2107,False,1,5/6/2022,72138354,22751363
2108,False,0,1/27/2014,21385157,22751363
2109,False,0,11/19/2021,70039924,22751363
2110,True,0,3/31/2022,71699008,22768262
2111,True,0,4/1/2022,71701480,22780141
2112,False,0,4/1/2022,71701531,22780141
2113,True,0,4/1/2022,71703525,22780141
2114,False,0,4/1/2022,71704083,22783756
2115,False,0,4/1/2022,71704312,22789951
2116,False,0,4/1/2022,71704898,22789951
2117,True,0,4/1/2022,71705392,22845057
2118,False,0,4/1/2022,71705789,22845057
2119,True,0,4/1/2022,71705797,22847530
2120,True,0,4/1/2022,71707230,22847530
2121,False,0,4/1/2022,71708851,22849308
2122,True,0,4/1/2022,71709922,22849308
2123,False,26,9/23/2013,18958665,22849308
2124,True,9,1/16/2013,14348968,22868762
2125,True,4,1/23/2022,70822145,22868762
2126,True,3,4/1/2022,71702389,22868762
2127,False,2,11/10/2017,47218110,22903114
2128,False,2,11/27/2020,65043434,22977285
2129,True,1,4/1/2022,71702422,22977285
2130,True,1,4/1/2022,71702638,22977285
2131,True,1,4/1/2022,71703313,23000418
2132,False,1,4/1/2022,71703636,23037408
2133,False,1,4/1/2022,71704084,23037408
2134,False,1,4/1/2022,71704113,23037408
2135,False,0,10/14/2019,58367895,23062524
2136,False,0,11/14/2020,64828454,23062524
2137,False,0,2/18/2022,71176152,23062524
2138,False,0,2/18/2022,71176212,23092176
2139,False,0,4/1/2022,71702764,23092176
2140,True,0,4/1/2022,71702834,23092176
2141,False,0,4/1/2022,71703570,23110566
2142,True,0,4/1/2022,71704669,23128401
2143,False,-1,4/1/2022,71702382,23131788
2144,False,-3,4/1/2022,71702380,23131788
2145,False,7,12/14/2019,59332416,23139024
2146,False,3,1/5/2021,65575270,23139024
2147,True,3,3/27/2022,71638994,23139024
2148,False,3,4/1/2022,71701807,23144286
2149,False,2,1/17/2019,54226087,23144286
2150,False,2,2/22/2019,54816844,23144286
2151,False,2,1/16/2021,65747600,23144784
2152,False,2,2/4/2022,70979400,23155829
2153,False,2,3/31/2022,71698477,23155829
2154,True,2,4/1/2022,71701809,23161745
2155,True,1,11/30/2015,34006357,23161745
2156,False,1,3/8/2019,55055497,23161745
2157,False,1,3/25/2022,71613051,23175809
2158,True,1,3/31/2022,71698804,23175809
2159,False,1,4/1/2022,71701731,23175809
2160,False,1,4/1/2022,71701925,23199858
2161,True,1,4/1/2022,71702246,23199858
2162,False,0,3/25/2022,71613095,23199858
2163,False,0,3/31/2022,71696911,23297569
2164,True,0,3/31/2022,71697715,23297569
2165,True,0,4/1/2022,71700170,23297569
2166,True,23,6/18/2017,44618139,23320058
2167,True,22,2/11/2016,35330503,23320058
2168,False,13,10/6/2018,52682339,23320058
2169,False,3,6/6/2016,37654748,23327293
2170,False,2,1/25/2019,54362238,23327293
2171,False,1,6/18/2017,44613514,23327293
2172,False,1,12/8/2019,59239597,23354503
2173,False,1,3/29/2022,71664526,23354503
2174,False,1,3/31/2022,71690633,23354503
2175,False,1,3/31/2022,71693169,23362217
2176,True,1,3/31/2022,71694654,23365374
2177,False,0,10/21/2018,52918279,23365374
2178,False,0,9/19/2019,58017644,23365374
2179,False,0,11/30/2020,65067776,23379327
2180,False,0,11/30/2020,65067860,23379327
2181,False,0,11/13/2021,69953544,23403314
2182,False,0,12/17/2021,70393363,23412839
2183,True,0,3/31/2022,71694149,23412839
2184,True,0,3/31/2022,71695504,23482115
2185,False,46,2/21/2022,71206978,23502854
2186,True,24,2/22/2022,71219718,23502854
2187,False,18,2/22/2022,71213267,23502854
2188,True,5,8/11/2021,68737211,23523812
2189,True,2,3/31/2022,71692220,23523812
2190,False,2,3/31/2022,71692663,23523812
2191,False,1,3/18/2021,66698870,23537466
2192,False,1,6/6/2021,67860623,23537466
2193,False,1,8/11/2021,68737196,23537466
2194,True,1,3/30/2022,71673212,23546630
2195,False,1,3/30/2022,71673423,23546630
2196,False,1,3/31/2022,71689921,23546630
2197,False,1,3/31/2022,71691340,23626034
2198,False,1,3/31/2022,71691497,23626034
2199,True,1,3/31/2022,71692738,23626034
2200,False,0,4/6/2020,61061300,23644805
2201,True,0,4/6/2020,61061315,23654134
2202,False,0,8/13/2021,68767072,23660424
2203,True,0,3/31/2022,71689330,23661276
2204,True,0,3/31/2022,71689455,23667439
2205,True,0,3/31/2022,71689542,23667439
2206,False,0,3/31/2022,71692287,23689183
2207,True,0,3/31/2022,71692528,23689183
2208,True,112,5/5/2018,50186267,23689183
2209,True,88,11/4/2010,4097494,23691364
2210,False,7,1/30/2020,59981094,23691364
2211,False,4,8/14/2020,63411331,23691364
2212,False,3,1/30/2020,59978081,23709651
2213,False,2,10/18/2018,52865045,23709651
2214,False,2,3/30/2022,71683231,23717826
2215,True,2,3/31/2022,71686858,23717826
2216,False,2,3/31/2022,71686861,23730644
2217,True,1,3/5/2020,60538636,23730644
2218,False,1,3/5/2020,60538638,23731564
2219,False,1,3/31/2022,71684568,23731564
2220,True,1,3/31/2022,71685704,23731564
2221,False,1,3/31/2022,71685780,23736697
2222,True,1,3/31/2022,71685785,23736697
2223,False,1,3/31/2022,71686270,23755506
2224,False,1,3/31/2022,71686911,23755506
2225,True,1,3/31/2022,71688078,23781089
2226,False,0,4/17/2020,61260518,23781095
2227,False,0,6/3/2021,67821895,23781095
2228,True,0,3/30/2022,71682656,23781095
2229,True,0,3/31/2022,71685639,23790920
2230,True,0,3/31/2022,71687305,23794487
2231,True,0,3/31/2022,71687859,23794487
2232,False,0,3/31/2022,71688188,23830618
2233,False,0,3/31/2022,71688693,23830618
2234,False,456,6/1/2014,23978968,23830618
2235,True,439,12/30/2012,14087705,23864234
2236,False,21,4/12/2016,36580629,23864234
2237,False,19,8/5/2014,25135673,23864234
2238,False,10,6/18/2016,37891165,23872413
2239,False,0,3/30/2022,71683520,23872413
2240,True,40,2/15/2020,60241422,23934613
2241,False,37,10/17/2020,64404764,23944657
2242,False,36,3/10/2021,66556827,23944657
2243,True,8,9/15/2021,69187753,23944657
2244,False,3,12/28/2021,70500505,23967788
2245,True,2,8/18/2019,57545674,23974532
2246,False,2,8/18/2019,57545676,24036092
2247,True,2,3/30/2022,71682371,24044625
2248,False,1,3/8/2022,71387324,24057015
2249,False,1,3/30/2022,71677979,24057015
2250,False,1,3/30/2022,71678815,24057015
2251,False,1,3/30/2022,71679484,24084395
2252,True,1,3/30/2022,71679911,24084395
2253,True,1,3/30/2022,71680201,24084395
2254,False,1,3/30/2022,71680505,24089383
2255,True,1,3/30/2022,71681759,24089383
2256,False,0,8/26/2021,68941691,24089383
2257,True,0,3/30/2022,71678497,24110282
2258,False,-1,3/30/2022,71682316,24110282
2259,True,434,2/25/2013,15063941,24110282
2260,False,174,8/23/2013,18408911,24118234
2261,False,44,2/4/2019,54517228,24118234
2262,True,11,10/12/2020,64319222,24118234
2263,False,6,8/15/2018,51850106,24128731
2264,True,3,8/26/2009,1334705,24130305
2265,True,2,3/17/2017,42860470,24130305
2266,True,2,4/19/2020,61300286,24130305
2267,True,2,3/29/2022,71657524,24133315
2268,True,2,3/30/2022,71677041,24133315
2269,False,1,8/26/2009,1334680,24149168
2270,False,1,6/30/2021,68199651,24149168
2271,False,0,8/26/2009,1334707,24151254
2272,False,0,10/1/2020,64147928,24173487
2273,False,0,3/28/2022,71646231,24173487
2274,True,0,3/30/2022,71675158,24173487
2275,False,0,3/30/2022,71675302,24226001
2276,True,0,3/30/2022,71678038,24226001
2277,True,0,3/30/2022,71678106,24226001
2278,False,0,5/4/2022,72117532,24226310
2279,True,55,3/16/2012,9744268,24226310
2280,False,43,3/16/2012,9739046,24226310
2281,True,33,2/18/2018,48851837,24229449
2282,False,13,7/4/2020,62724840,24229449
2283,False,5,9/28/2021,69363287,24302091
2284,False,4,8/23/2016,39102351,24302091
2285,False,2,3/26/2018,49486352,24302091
2286,False,2,10/16/2021,69596727,24326291
2287,False,1,11/2/2012,13187963,24326291
2288,False,1,7/6/2017,44952855,24326291
2289,False,1,3/4/2019,54980948,24360277
2290,False,0,7/29/2016,38667180,24360277
2291,False,0,10/16/2021,69596748,24360277
2292,False,0,10/16/2021,69596749,24437248
2293,False,0,3/30/2022,71672827,24437248
2294,False,947,6/26/2013,17309309,24437248
2295,False,89,11/9/2016,40497889,24439988
2296,False,77,7/22/2016,38533336,24439988
2297,True,1,3/30/2022,71670749,24439988
2298,True,540,11/2/2016,40377889,24441643
2299,False,25,5/29/2019,56367199,24441643
2300,False,10,5/14/2019,56131018,24463202
2301,False,9,1/20/2017,41761151,24463202
2302,False,6,10/20/2021,69641781,24463202
2303,False,2,11/9/2020,64752889,24478475
2304,True,2,3/25/2022,71620693,24488891
2305,True,2,3/30/2022,71670691,24488891
2306,False,1,3/29/2022,71666544,24488891
2307,False,1,3/30/2022,71669771,24560298
2308,False,1,3/30/2022,71669797,24560298
2309,False,1,3/30/2022,71669914,24560298
2310,False,1,3/30/2022,71670663,24569729
2311,False,0,1/20/2017,41761122,24578039
2312,False,0,4/30/2019,55913298,24578039
2313,True,0,4/30/2019,55927879,24578039
2314,False,0,3/29/2022,71666570,24595833
2315,True,0,3/30/2022,71669711,24595833
2316,True,43,1/8/2013,14222843,24595833
2317,True,34,1/27/2020,59923996,24627928
2318,False,10,1/8/2013,14223203,24627928
2319,False,9,10/23/2021,69685100,24632298
2320,False,7,1/8/2013,14222757,24632298
2321,False,7,2/23/2020,60362963,24650261
2322,True,4,12/17/2015,34332560,24650261
2323,False,4,3/17/2020,60715404,24650261
2324,False,3,2/15/2022,71126544,24652074
2325,False,3,2/17/2022,71149364,24652074
2326,False,3,3/29/2022,71667412,24652074
2327,False,3,3/29/2022,71668135,24660406
2328,True,2,3/29/2022,71668370,24660406
2329,False,2,3/29/2022,71668388,24660406
2330,True,1,4/29/2019,55900084,24679904
2331,False,1,10/27/2021,69743448,24679904
2332,False,1,3/28/2022,71647522,24679904
2333,True,1,3/29/2022,71655411,24682155
2334,False,1,3/29/2022,71667430,24682155
2335,False,0,9/3/2020,63718109,24682155
2336,False,152,6/17/2018,50893981,24717808
2337,False,32,9/15/2018,52341097,24717808
2338,False,12,2/28/2019,54926622,24717808
2339,False,6,1/22/2019,54303168,24719368
2340,False,1,8/30/2017,45953487,24719368
2341,True,1,3/29/2022,71665573,24719368
2342,False,0,3/29/2022,71665360,24738619
2343,False,11,8/22/2017,45822211,24738619
2344,False,11,10/5/2018,52665589,24738619
2345,False,10,3/29/2019,55406950,24770090
2346,False,0,3/29/2022,71664863,24788292
2347,True,0,3/29/2022,71664867,24790008
2348,True,0,3/29/2022,71664910,24790008
2349,False,93,12/8/2020,65192772,24791987
2350,True,50,8/19/2020,63491349,24791987
2351,False,25,1/22/2021,65845074,24791987
2352,False,8,10/22/2019,58500141,24831961
2353,False,4,10/22/2020,64477144,24857779
2354,True,3,1/10/2016,34709944,24857779
2355,False,2,9/25/2019,58102428,24857779
2356,False,1,7/29/2018,51582000,24859014
2357,False,1,11/8/2020,64739046,24859014
2358,False,1,3/28/2022,71650510,24859014
2359,False,1,3/29/2022,71663497,24871047
2360,False,0,3/29/2022,71655897,24871047
2361,False,0,3/29/2022,71663314,24871047
2362,False,0,3/29/2022,71663354,24900922
2363,True,0,3/29/2022,71663794,24900922
2364,False,-1,12/30/2020,65503244,24900922
2365,True,29,11/26/2019,59048571,24914512
2366,False,13,7/7/2019,56920498,24914512
2367,True,9,9/6/2018,52205629,24923806
2368,True,8,2/10/2018,48715014,24932931
2369,False,6,3/13/2020,60666220,24932931
2370,False,5,11/11/2019,58808060,24999937
2371,False,4,7/9/2020,62816159,24999937
2372,True,1,3/29/2022,71658242,24999937
2373,False,1,3/29/2022,71661896,25001270
2374,True,1,3/29/2022,71662415,25001270
2375,False,0,9/6/2018,52205710,25001270
2376,False,0,3/25/2022,71613215,25004917
2377,True,0,3/28/2022,71651578,25004917
2378,True,0,3/29/2022,71660197,25005797
2379,True,0,3/29/2022,71662585,25005797
2380,False,0,3/29/2022,71662764,25005797
2381,True,0,3/29/2022,71663207,25026326
2382,False,638,1/21/2012,8948303,25053647
2383,False,138,12/12/2017,47764450,25053647
2384,False,67,12/3/2009,1841607,25053647
2385,True,1,12/17/2021,70395028,25072363
2386,False,1,1/10/2022,70651438,25072363
2387,True,1,3/29/2022,71661057,25072363
2388,False,0,12/16/2021,70385391,25079140
2389,False,0,3/29/2022,71660135,25079140
2390,False,0,3/29/2022,71660332,25079140
2391,True,75,7/12/2018,51294860,25100609
2392,False,33,12/15/2018,53790200,25119298
2393,False,20,7/23/2019,57161428,25119298
2394,False,10,5/7/2019,56015225,25119298
2395,False,1,5/7/2019,56016168,25149862
2396,False,1,3/22/2022,71564123,25149862
2397,True,1,3/29/2022,71659434,25149862
2398,True,38,4/20/2018,49942523,25186358
2399,True,36,8/2/2019,57327968,25186358
2400,True,29,1/22/2018,48389451,25190659
2401,False,21,4/9/2015,29533344,25190659
2402,False,11,6/27/2019,56787205,25190659
2403,False,11,11/30/2019,59119273,25194463
2404,False,8,8/2/2021,68616083,25194463
2405,False,6,9/7/2021,69084316,25194463
2406,True,5,6/28/2019,56799053,25199550
2407,False,3,3/5/2020,60542651,25199550
2408,False,2,3/29/2022,71657596,25210723
2409,False,1,3/29/2022,71657662,25210723
2410,True,1,3/29/2022,71659256,25215102
2411,True,1,3/29/2022,71659391,25215102
2412,False,0,9/10/2021,69137517,25215102
2413,True,86,7/3/2019,56877423,25221776
2414,False,42,7/9/2019,56944210,25276907
2415,False,33,1/26/2019,54376403,25276907
2416,False,28,1/29/2019,54417812,25276907
2417,False,27,6/15/2020,62382792,25303379
2418,False,15,3/5/2020,60543192,25336150
2419,True,146,6/24/2019,56741419,25336150
2420,False,45,1/19/2019,54268664,25336150
2421,False,44,4/11/2020,61150377,25340698
2422,True,22,8/29/2018,52074876,25340698
2423,False,7,2/19/2020,60305516,25340698
2424,True,3,1/27/2022,70879994,25392402
2425,True,2,3/14/2013,15413358,25392402
2426,True,2,5/27/2017,44218467,25392402
2427,False,2,11/1/2018,53093030,25445439
2428,True,1,2/7/2017,42085966,25445439
2429,True,1,3/29/2022,71656968,25445439
2430,False,0,3/14/2013,15413402,25453173
2431,False,0,6/11/2021,67941480,25453173
2432,False,0,3/29/2022,71655807,25453173
2433,False,0,3/29/2022,71656072,25459386
2434,False,-4,3/7/2017,42637949,25459386
2435,False,91,9/7/2015,32432472,25459386
2436,False,65,1/28/2016,35070962,25471268
2437,True,15,8/16/2018,51870283,25471268
2438,False,10,7/27/2016,38615879,25471268
2439,True,2,3/28/2022,71651462,25471828
2440,False,1,3/21/2022,71562701,25471828
2441,True,1,3/21/2022,71562707,25471828
2442,False,1,3/22/2022,71565224,25497889
2443,False,1,3/29/2022,71654172,25497889
2444,True,1,3/29/2022,71655069,25573298
2445,False,0,10/16/2014,26412057,25573298
2446,True,0,10/16/2014,26412140,25573298
2447,True,0,3/29/2022,71654240,25584124
2448,False,0,3/29/2022,71654452,25584124
2449,False,0,3/29/2022,71654538,25584124
2450,False,-1,6/27/2019,56795009,25599775
2451,False,66,8/27/2018,52030559,25599775
2452,False,14,10/22/2018,52931131,25608450
2453,False,5,5/1/2020,61539674,25608450
2454,False,4,10/12/2019,58355382,25615753
2455,False,4,3/6/2022,71367659,25615753
2456,True,4,3/28/2022,71652109,25707558
2457,False,3,12/29/2018,53964417,25707558
2458,False,2,4/21/2020,61334156,25707558
2459,False,2,8/23/2021,68894544,25708006
2460,True,2,3/28/2022,71651038,25708006
2461,True,2,3/28/2022,71652309,25708006
2462,True,2,3/28/2022,71653482,25736764
2463,False,1,3/5/2022,71359778,25736764
2464,False,1,3/28/2022,71651377,25750961
2465,True,1,3/29/2022,71653711,25750961
2466,True,0,6/10/2019,56524208,25750961
2467,False,0,6/8/2020,62256396,25752315
2468,False,0,3/9/2022,71409424,25752315
2469,False,0,3/28/2022,71649239,25752315
2470,False,0,3/28/2022,71653259,25758936
2471,True,87,9/27/2013,19042026,25769043
2472,False,44,8/20/2014,25398326,25769043
2473,False,20,8/9/2016,38840393,25793255
2474,False,12,11/19/2020,64902974,25793255
2475,False,2,7/8/2021,68293058,25808607
2476,True,1,3/14/2021,66621685,25810793
2477,False,1,5/12/2021,67509439,25810793
2478,False,1,3/28/2022,71649265,25816674
2479,True,1,3/28/2022,71649466,25816674
2480,True,1,3/28/2022,71650289,25816674
2481,False,16,10/11/2021,69521558,25821768
2482,False,15,11/10/2019,58791910,25821768
2483,False,12,10/14/2021,69576847,25898452
2484,False,2,3/28/2022,71646353,25898452
2485,True,2,3/28/2022,71649187,25905540
2486,True,1,12/26/2017,47977939,25905540
2487,False,1,9/16/2020,63922626,25905540
2488,False,1,4/3/2021,66934726,25938324
2489,False,1,9/10/2021,69127880,25938324
2490,False,1,3/28/2022,71642886,25938324
2491,False,1,3/28/2022,71646725,25946692
2492,True,1,3/28/2022,71648149,25946692
2493,False,0,12/26/2017,47977922,25946692
2494,False,0,10/14/2020,64354110,25968239
2495,False,0,11/8/2021,69878226,25968239
2496,False,0,3/27/2022,71639105,25968239
2497,False,0,3/28/2022,71646359,25981703
2498,True,0,3/28/2022,71646506,25981703
2499,True,0,3/28/2022,71646673,25981703
2500,False,0,3/28/2022,71646927,26000876
2501,False,0,3/28/2022,71647047,26053982
2502,True,0,3/28/2022,71647475,26053982
2503,False,0,3/28/2022,71648202,26053982
2504,True,0,3/28/2022,71649011,26069254
2505,False,0,3/28/2022,71649355,26069254
2506,True,674,8/13/2012,11941855,26069254
2507,False,102,3/31/2016,36330953,26072426
2508,False,62,8/13/2012,11941913,26072426
2509,False,3,3/28/2022,71644222,26072426
2510,False,2,3/5/2021,66486892,26074993
2511,True,2,3/20/2022,71543733,26074993
2512,False,1,7/27/2020,63112626,26091530
2513,False,1,10/26/2021,69728692,26091530
2514,False,1,1/14/2022,70715519,26091530
2515,False,1,3/10/2022,71425938,26106724
2516,False,1,3/20/2022,71543837,26106724
2517,False,1,3/20/2022,71543873,26151669
2518,False,0,10/26/2020,64537305,26151669
2519,False,0,1/14/2022,70715472,26151669
2520,False,0,3/10/2022,71426000,26220689
2521,False,0,3/28/2022,71644404,26220689
2522,False,0,3/28/2022,71644738,26275834
2523,True,0,3/28/2022,71645565,26275834
2524,False,487,7/28/2017,45377351,26288042
2525,False,241,12/20/2017,47897710,26288042
2526,False,150,5/14/2019,56136591,26288042
2527,False,4,3/28/2022,71640681,26322000
2528,False,2,3/28/2022,71640679,26322000
2529,True,2,3/28/2022,71642612,26322000
2530,False,1,3/28/2022,71642091,26362812
2531,False,0,3/28/2022,71640804,26362812
2532,True,31,6/16/2015,30860506,26362812
2533,True,11,6/8/2015,30699369,26411779
2534,False,11,2/2/2019,54495524,26411779
2535,False,11,8/28/2021,68967205,26411779
2536,False,9,6/8/2015,30699355,26510114
2537,False,3,6/18/2021,68032233,26510114
2538,False,3,3/27/2022,71640003,26510114
2539,True,3,3/27/2022,71640148,26526217
2540,False,2,7/17/2016,38420548,26526217
2541,True,2,5/29/2019,56360235,26526217
2542,False,2,2/20/2022,71190634,26537709
2543,False,2,3/7/2022,71385489,26537709
2544,True,2,3/27/2022,71638978,26550180
2545,True,2,3/27/2022,71639695,26550180
2546,True,2,3/27/2022,71639874,26550180
2547,False,2,3/28/2022,71640311,26580221
2548,False,1,5/1/2021,67347746,26580221
2549,False,1,1/23/2022,70822842,26593344
2550,False,1,3/27/2022,71639961,26593344
2551,False,0,8/11/2021,68748586,26599757
2552,True,0,3/27/2022,71639011,26599757
2553,False,0,3/27/2022,71640245,26605971
2554,True,0,3/28/2022,71640969,26605971
2555,False,10,2/24/2017,42444464,26605971
2556,True,5,2/24/2017,42444542,26606391
2557,True,4,3/27/2022,71634178,26606391
2558,True,3,3/27/2022,71637477,26606391
2559,False,2,1/13/2022,70690604,26620076
2560,True,2,2/23/2022,71242979,26620076
2561,False,2,3/20/2022,71544595,26629080
2562,False,1,4/13/2018,49812224,26657265
2563,True,1,3/27/2022,71634362,26657265
2564,False,1,3/27/2022,71635800,26657265
2565,False,1,3/27/2022,71636850,26685679
2566,True,1,3/27/2022,71636941,26685679
2567,True,1,3/27/2022,71637787,26685679
2568,False,1,3/27/2022,71638242,26692284
2569,False,1,3/27/2022,71638283,26692284
2570,True,1,3/27/2022,71638300,26692284
2571,False,0,3/18/2022,71526734,26693736
2572,True,0,3/26/2022,71625833,26693736
2573,False,0,3/26/2022,71625846,26693736
2574,False,0,3/26/2022,71626066,26712229
2575,False,0,3/27/2022,71634345,26712229
2576,False,0,3/27/2022,71634522,26712229
2577,True,0,3/27/2022,71636864,26720478
2578,True,0,3/27/2022,71637708,26720478
2579,True,0,3/27/2022,71637821,26720478
2580,False,0,3/27/2022,71637989,26720841
2581,False,-2,3/25/2022,71617091,26720841
2582,True,329,12/31/2011,8689190,26720841
2583,False,255,4/1/2015,29386693,26720968
2584,False,10,11/10/2015,33638744,26720968
2585,False,10,11/3/2020,64655091,26720968
2586,False,7,3/23/2021,66758062,26738828
2587,False,5,11/11/2020,64792159,26738828
2588,False,4,12/24/2020,65433351,26738828
